,shopname,num_comments,point_comments,phone_num,cost,food_type,district_name,location,area,time,service,delivery,takeout,lat,lng
10,Barboncino Pizza & Bar,990,4 star rating,(718) 218-3300,Medium,Pizza、 Bars、 Italian,Crown Heights,781 Franklin Ave,Brooklyn,11:00 AM - 1:00 AM (Next day),Outdoor seating、Delivery、Takeout、Sit-down dining、Indoor dining,True,True,42.34181,-75.15152
11,Tanoreen,877,4 star rating,(718) 748-5600,Medium,Middle Eastern、 Mediterranean、 Halal,Bay Ridge,7523 3rd Ave,Brooklyn,12:00 PM - 10:00 PM,Delivery、Takeout、Curbside pickup、Sit-down dining、Outdoor seating、Indoor dining,True,True,37.14374,-89.123427
12,Bozu,835,4 star rating,(718) 384-7770,Medium,Japanese、 Asian Fusion,Williamsburg - South Side,296 Grand St,Brooklyn,5:00 PM - 10:15 PM,Outdoor seating、Delivery、Takeout、Sit-down dining、Indoor dining,True,True,41.6785,-73.91223
13,Ho’ Brah a Taco Joint,801,4 star rating,(718) 680-8226,Medium,Mexican、 Tex-Mex,Bay Ridge,8618 3rd Ave,Brooklyn,12:00 PM - 9:00 PM,Delivery,True,False,33.8153,-94.548302
14,SkyIce Sweet & Savory,751,4 star rating,(718) 230-0910,Medium,Ice Cream & Frozen Yogurt、 Thai,Park Slope,63 5th Ave,Brooklyn,4:30 PM - 10:30 PM,Delivery、Takeout,True,True,40.68072,-73.97729
15,Calexico - Greenpoint,721,3.5 star rating,(347) 763-2129,Medium,Mexican、 Salad、 Breakfast & Brunch,Greenpoint,645 Manhattan Ave,Brooklyn,12:00 PM - 10:00 PM,Delivery、Takeout,True,True,40.72415,-73.95132
16,Martha’s Country Bakery,723,4.5 star rating,(718) 599-0900,Medium,Bakeries、 Coffee & Tea、 Desserts,Williamsburg - North Side,263 Bedford Ave,Brooklyn,6:00 AM - 12:00 AM (Next day),Delivery、Sit-down dining、Outdoor seating、Indoor dining,True,False,41.16666,-73.65987
17,Four & Twenty Blackbirds,724,4 star rating,(718) 499-2917,Medium,Bakeries、 Coffee & Tea,Gowanus,439 3rd Ave,Brooklyn,8:00 AM - 6:00 PM,Delivery、Takeout,True,True,40.7434,-73.97955
18,Burrito Bar,726,3 star rating,(718) 230-8646,Medium,Mexican、 Bars、 Tex-Mex,Prospect Heights,307 Flatbush Ave,Brooklyn,11:30 AM - 1:00 AM (Next day),Delivery、Takeout,True,True,33.737801,-87.252502
19,Bunker,736,4 star rating,(718) 386-4282,Medium,Vietnamese,East Williamsburg,99 Scott Ave,Brooklyn,5:00 PM - 8:30 PM,Delivery、Takeout、Sit-down dining、Outdoor seating、Indoor dining,True,True,40.71051,-73.92365
20,Cebu Bar & Bistro,739,4 star rating,(718) 492-5095,Medium,Breakfast & Brunch、 Burgers、 American (New),Bay Ridge,8801 3rd Ave,Brooklyn,12:45 PM - 9:30 PM,Delivery、Takeout、Curbside pickup、Sit-down dining、Outdoor seating,True,True,33.8153,-94.548302
21,DuMont Burger,739,3.5 star rating,(718) 384-6127,Medium,Burgers、 Beer Bar、 Cocktail Bars,Williamsburg - South Side,314 Bedford Ave,Brooklyn,11:30 AM - 11:00 PM,Delivery、Takeout、Outdoor seating,True,True,41.19758,-73.66643
22,Sake Sushi,744,3.5 star rating,(718) 996-6288,Medium,Sushi Bars、 Japanese、 Buffets,Bath Beach,2347 86th St,Brooklyn,11:00 AM - 11:00 PM,Delivery、Takeout,True,True,40.60011,-73.99021
23,Diner,748,4 star rating,(718) 486-3077,Medium,Diners、 American (New)、 Breakfast & Brunch,South Williamsburg,85 Broadway,Brooklyn,5:00 PM - 10:00 PM,Delivery、Takeout、Curbside pickup、Sit-down dining、Outdoor seating,True,True,40.70275,-73.96012
24,Taci’s Beyti,750,4.5 star rating,(718) 627-5750,Medium,Turkish、 Middle Eastern、 Mediterranean,Midwood,1953 Coney Island Ave,Brooklyn,12:00 PM - 11:00 PM,,False,False,37.14374,-89.123427
25,Cecconi’s Dumbo,759,3.5 star rating,(718) 650-3900,High,Italian,DUMBO,55 Water St,Brooklyn,5:00 PM - 11:00 PM,Sit-down dining、Outdoor seating、Indoor dining,False,False,40.70363,-73.99169
26,Yaso Tangbao,765,3.5 star rating,(929) 337-7599,Medium,Shanghainese,Downtown Brooklyn,148 Lawrence St,Brooklyn,11:30 AM - 9:00 PM,,False,False,40.69175,-73.98643
27,Mesa Coyoacan,770,4 star rating,(718) 782-8171,Medium,Mexican、 Bars,East Williamsburg,372 Graham Ave,Brooklyn,4:00 PM - 11:00 PM,Delivery、Takeout、Curbside pickup、Sit-down dining、Outdoor seating、Indoor dining、Heated outdoor seating、Covered outdoor seating、Private dining、DIY meal kits,True,True,40.71554,-73.94427
28,Piquant,770,3.5 star rating,(718) 484-4114,Medium,American (New)、 Latin American,Prospect Heights,259 Flatbush Ave,Brooklyn,11:00 AM - 10:00 PM,Delivery、Takeout、Sit-down dining、Outdoor seating,True,True,33.8153,-94.548302
29,Clover Club,778,4 star rating,(718) 855-7939,Medium,Lounges、 American (Traditional)、 Cocktail Bars,Cobble Hill,210 Smith St,Brooklyn,4:00 PM - 11:00 PM,,False,False,37.14374,-89.123427
30,99 Favor Taste,780,4 star rating,(718) 439-0578,Medium,Chinese、 Hot Pot、 Barbeque,Sunset Park,732 61st St,Brooklyn,11:00 AM - 2:00 AM (Next day),,False,False,40.63555,-74.01158
31,Mile End Delicatessen Brooklyn,784,3.5 star rating,(718) 852-7510,Medium,Delis、 Breakfast & Brunch、 Sandwiches,Boerum Hill,97A Hoyt St,Brooklyn,8:00 AM - 10:00 PM,Delivery、Takeout,True,True,40.68753,-73.98704
32,Mia’s Bakery,786,4.5 star rating,(347) 987-3194,Low,Bakeries、 Cafes、 Desserts,Cobble Hill,139 Smith St,Brooklyn,7:00 AM - 9:00 PM,Delivery、Takeout、Sit-down dining,True,True,33.8153,-94.548302
33,Brooklyn Botanic Garden,804,4.5 star rating,(718) 623-7200,Unknown,,Prospect Heights,990 Washington Ave,Brooklyn,8:00 AM - 8:30 PM,Curbside pickup、Virtual tours,False,False,40.82594,-73.90962
34,Chimu Bistro,809,4 star rating,(718) 383-0045,Medium,Steakhouses、 Peruvian、 Seafood,Williamsburg - North Side,482 Union Ave,Brooklyn,4:00 PM - 10:00 PM,Delivery、Takeout,True,True,42.08478,-78.42984
35,Emily,815,4 star rating,(347) 844-9588,High,American (Traditional),Clinton Hill,919 Fulton St,Brooklyn,5:30 PM - 10:30 PM,Delivery、Takeout、Sit-down dining、Indoor dining,True,True,37.14374,-89.123427
36,MangoSeed Restaurant,815,4 star rating,(718) 513-6084,Medium,Caribbean、 Cocktail Bars、 Pizza,Prospect Lefferts Gardens,755 Flatbush Ave,Brooklyn,4:00 PM - 9:45 PM,,False,False,40.65451,-73.95928
37,Black Swan,822,3.5 star rating,(718) 783-4744,Medium,Gastropubs、 Breakfast & Brunch,Bedford Stuyvesant,1048 Bedford Ave,Brooklyn,11:00 AM - 4:00 AM (Next day),Delivery、Takeout,True,True,40.68906,-73.95539
38,Fonda Park Slope,822,4 star rating,(718) 369-3144,Medium,Mexican、 Salad、 Breakfast & Brunch,South Slope,434 7th Ave,Brooklyn,4:00 PM - 10:00 PM,Delivery、Takeout、Curbside pickup、Sit-down dining、Outdoor seating、Indoor dining、Heated outdoor seating、Covered outdoor seating、Private dining、DIY meal kits,True,True,37.14374,-89.123427
39,Frankies 457 Spuntino,826,4 star rating,(718) 403-0033,Medium,Italian、 Sandwiches、 Wine Bars,Carroll Gardens,457 Court St,Brooklyn,4:00 PM - 11:00 PM,Delivery、Takeout、Sit-down dining、Outdoor seating,True,True,40.67732,-73.99796
40,Caracas Arepa Bar,829,4 star rating,(718) 218-6050,Medium,Venezuelan,Williamsburg - South Side,291 Grand St,Brooklyn,11:00 AM - 10:00 PM,,False,False,40.71743,-73.99218
41,Pates Et Traditions,845,4.5 star rating,(718) 302-1878,Medium,French、 Desserts,Williamsburg - North Side,52 Havemeyer St,Brooklyn,12:30 PM - 10:30 PM,Delivery、Takeout、Outdoor seating,True,True,40.71495,-73.95443
42,Sunday in Brooklyn,847,4 star rating,(347) 222-6722,Medium,American (New)、 Breakfast & Brunch、 Cocktail Bars,Williamsburg - South Side,348 Wythe Ave,Brooklyn,"11:00 AM - 3:30 PM, 5:00 PM - 10:00 PM",Delivery、Takeout、Sit-down dining、Outdoor seating,True,True,42.13036,-74.6636
43,St. Anselm,849,4 star rating,(718) 384-5054,High,American (New)、 Wine Bars、 Steakhouses,Williamsburg - North Side,355 Metropolitan Ave,Brooklyn,4:00 PM - 11:00 PM,Delivery、Takeout、Sit-down dining、Outdoor seating,True,True,40.71432,-73.95606
44,Lilia,857,4 star rating,(718) 576-3095,High,Italian、 Cocktail Bars,Williamsburg - North Side,567 Union Ave,Brooklyn,5:30 PM - 11:00 PM,Outdoor seating、Indoor dining,False,False,42.08647,-78.43007
45,Dun-Well Doughnuts,861,4 star rating,(347) 294-0871,Medium,Donuts、 Coffee & Tea,East Williamsburg,222 Montrose Ave,Brooklyn,8:00 AM - 6:00 PM,Takeout、Curbside pickup、Sit-down dining,False,True,40.70738,-73.94025
46,Shake Shack,862,4 star rating,(718) 307-7599,Medium,Burgers、 Ice Cream & Frozen Yogurt,Downtown Brooklyn,409 Fulton St,Brooklyn,11:00 AM - 10:00 PM,Delivery、Takeout、Sit-down dining、Outdoor seating,True,True,40.69205,-73.98848
47,Footprints Cafe,871,3 star rating,(718) 451-3181,Medium,Caribbean、 Desserts、 Vegetarian,East Flatbush,5814 Clarendon Rd,Brooklyn,11:00 AM - 12:00 AM (Next day),Delivery、Takeout、Outdoor seating,True,True,43.13164,-78.06585
48,Mable’s Smokehouse & Banquet Hall,880,4 star rating,(718) 218-6655,Medium,Barbeque、 Bars、 American (Traditional),Williamsburg - North Side,44 Berry St,Brooklyn,12:00 PM - 9:00 PM,,False,False,43.12364,-77.80451
49,Saraghina,887,4 star rating,(718) 758-4079,Medium,Pizza、 Breakfast & Brunch、 Bakeries,Bedford Stuyvesant,350 Lewis Ave,Brooklyn,4:00 PM - 10:00 PM,,False,False,40.68374,-73.93535
50,Olea,892,4 star rating,(718) 643-7003,Medium,Tapas Bars、 Breakfast & Brunch、 Mediterranean,Fort Greene,171 Lafayette Ave,Brooklyn,3:00 PM - 9:00 PM,,False,False,40.68782,-73.97064
51,Cheryl’s Global Soul,895,4 star rating,(347) 529-2855,Medium,Breakfast & Brunch、 Comfort Food、 Coffee & Tea,Prospect Heights,236 Underhill Ave,Brooklyn,10:00 AM - 8:00 PM,,False,False,40.67361,-73.96751
52,Al Di La Trattoria,896,4 star rating,(718) 783-4565,High,Italian,Park Slope,248 5th Ave,Brooklyn,5:00 PM - 9:00 PM,Delivery、Takeout、Sit-down dining、Outdoor seating,True,True,33.8153,-94.548302
53,Chavela’s,1104,4 star rating,(718) 622-3100,Medium,Mexican、 Bars,Crown Heights,736 Franklin Ave,Brooklyn,11:00 AM - 10:00 PM,Delivery、Takeout、Sit-down dining、Indoor dining,True,True,42.34173,-75.15148
54,Milk & Honey Cafe,1095,4 star rating,(718) 513-0441,Medium,Coffee & Tea、 Desserts、 Breakfast & Brunch,Flatbush,1119 Newkirk Ave,Brooklyn,7:00 AM - 8:00 PM,Sit-down dining、Indoor dining,False,False,40.63419,-73.9662
55,Chuko,1072,4 star rating,(347) 425-9570,Medium,Asian Fusion、 Ramen,Prospect Heights,565 Vanderbilt Ave,Brooklyn,5:30 PM - 9:00 PM,Delivery、Takeout、Sit-down dining、Indoor dining,True,True,40.68072,-73.96741
56,Miriam,1028,4 star rating,(718) 622-2250,Medium,Wine Bars、 Mediterranean、 Breakfast & Brunch,Park Slope,79 5th Ave,Brooklyn,10:00 AM - 10:00 PM,,False,False,40.73697,-73.9924
57,Habana Outpost,1009,4 star rating,(718) 858-9500,Medium,Cuban,Fort Greene,757 Fulton St,Brooklyn,12:00 PM - 11:00 PM,Delivery、Takeout、Outdoor seating,True,True,40.68643,-73.97417
58,ICHIRAN - Brooklyn,1170,3.5 star rating,(718) 381-0491,Medium,Ramen、 Noodles、 Soup,East Williamsburg,374 Johnson Ave,Brooklyn,12:00 PM - 9:00 PM,,False,False,40.70735,-73.93331
59,Cafe Mogador,1190,4.5 star rating,(718) 486-9222,Medium,Moroccan、 Breakfast & Brunch、 Mediterranean,Williamsburg - North Side,133 Wythe Ave,Brooklyn,10:30 AM - 10:00 PM,Delivery、Takeout、Curbside pickup、Sit-down dining、Outdoor seating、Indoor dining、Heated outdoor seating、Covered outdoor seating,True,True,40.7197,-73.95985
60,The Farm On Adderley,1192,4 star rating,(718) 287-3101,Medium,American (New)、 Breakfast & Brunch、 Cocktail Bars,Flatbush,1108 Cortelyou Rd,Brooklyn,12:00 PM - 9:00 PM,Delivery、Takeout、Sit-down dining、Outdoor seating,True,True,40.63953,-73.96753
61,Red Hook Lobster Pound,1146,4 star rating,(718) 858-7650,Medium,Seafood,Red Hook,284 Van Brunt St,Brooklyn,12:00 PM - 9:00 PM,,False,False,40.67983,-74.01038
62,Nathan’s Famous,1220,3.5 star rating,(718) 946-2202,Low,Hot Dogs、 Seafood、 Burgers,Coney Island,1310 Surf Ave,Brooklyn,10:00 AM - 10:00 PM,Delivery、Takeout,True,True,33.8153,-94.548302
63,Song,1074,3.5 star rating,(718) 965-1108,Medium,Thai,Park Slope,295 5th Ave,Brooklyn,4:30 PM - 9:30 PM,Delivery、Takeout,True,True,37.14374,-89.123427
64,The Meatball Shop,1242,4 star rating,(718) 551-0520,Medium,American (Traditional)、 Italian、 Salad,Williamsburg - North Side,170 Bedford Ave,Brooklyn,12:00 PM - 9:30 PM,,False,False,41.21382,-73.72043
65,Joya,1323,3.5 star rating,(718) 222-3484,Medium,Thai,Cobble Hill,215 Court St,Brooklyn,12:00 PM - 9:30 PM,Delivery、Takeout,True,True,37.14374,-89.123427
66,L & B Spumoni Gardens,3923,4 star rating,(718) 449-1230,Low,Pizza、 Italian,Gravesend,2725 86th St,Brooklyn,11:00 AM - 12:00 AM (Next day),Delivery、Takeout、Outdoor seating,True,True,33.8153,-94.548302
67,Sweet Chick,2037,4 star rating,(347) 725-4793,Medium,Southern、 Breakfast & Brunch、 American (Traditional),Williamsburg - North Side,164 Bedford Ave,Brooklyn,12:00 PM - 10:00 PM,,False,False,40.96643,-72.84527
68,Buttermilk Channel,1893,4 star rating,(718) 852-8490,Medium,American (New)、 Breakfast & Brunch,Carroll Gardens,524 Court St,Brooklyn,5:00 PM - 9:00 PM,Delivery、Takeout、Indoor dining,True,True,40.67609,-73.99921
69,Junior’s Restaurant,1735,3.5 star rating,(718) 852-5257,Medium,Bakeries、 Diners,Downtown Brooklyn,386 Flatbush Ave Ext,Brooklyn,7:00 AM - 8:00 PM,,False,False,40.69019,-73.98194
70,Dinosaur Bar-B-Que,1677,3.5 star rating,(347) 429-7030,Medium,Barbeque、 American (Traditional),Gowanus,604 Union St,Brooklyn,4:00 PM - 9:00 PM,Delivery、Takeout、Curbside pickup、Sit-down dining、Outdoor seating、Indoor dining、Heated outdoor seating、Covered outdoor seating,True,True,40.67757,-73.9841
71,Five Leaves,1615,4 star rating,(718) 383-5345,Medium,American (New)、 Coffee & Tea、 Bars,Greenpoint,18 Bedford Ave,Brooklyn,10:00 AM - 11:00 PM,Delivery、Takeout、Sit-down dining、Outdoor seating、Indoor dining、Heated outdoor seating、Covered outdoor seating、Private dining、DIY meal kits,True,True,40.56378,-73.91258
72,Champs Diner,1568,4 star rating,(718) 599-2743,Medium,Vegan、 Bakeries、 Diners,East Williamsburg,197 Meserole St,Brooklyn,1:00 PM - 9:00 PM,,False,False,40.70853,-73.94089
73,Hometown Bar-B-Que,1416,4 star rating,(347) 294-4644,Medium,Barbeque、 Smokehouse,Red Hook,454 Van Brunt St,Brooklyn,12:00 PM - 8:00 PM,,False,False,40.67493,-74.01614
74,Peter Pan Donut & Pastry Shop,1373,4.5 star rating,(718) 389-3676,Low,Bakeries、 Donuts、 Breakfast & Brunch,Greenpoint,727 Manhattan Ave,Brooklyn,4:30 AM - 6:00 PM,Delivery、Takeout,True,True,40.72603,-73.95239
75,Tom’s,1324,4 star rating,(718) 636-9738,Medium,Diners、 American (Traditional)、 Breakfast & Brunch,Prospect Heights,782 Washington Ave,Brooklyn,7:00 AM - 5:00 PM,Outdoor seating、Indoor dining,False,False,40.6745,-73.96338
76,Hanco’s,696,4 star rating,(718) 858-6818,Low,Vietnamese、 Bubble Tea、 Coffee & Tea,Cobble Hill,134 Smith St,Brooklyn,11:15 AM - 8:00 PM,Outdoor seating、Delivery、Takeout,True,True,33.8153,-94.548302
77,Dekalb Market Hall,673,4 star rating,(929) 359-6555,Medium,Food Court,Downtown Brooklyn,445 Albee Square W,Brooklyn,7:00 AM - 10:00 PM,Delivery、Takeout、Curbside pickup,True,True,40.69074,-73.98327
78,Patrizia’s - Williamsburg,677,4 star rating,(718) 218-9272,Medium,Pizza、 Italian,South Williamsburg,35 Broadway,Brooklyn,11:00 AM - 10:00 PM,Outdoor seating、Delivery、Takeout、Curbside pickup,True,True,40.69741,-73.96314
79,Gino’s Restaurant,683,4 star rating,(718) 748-1698,Medium,Pizza、 Italian、 Wine Bars,Bay Ridge,7414 5th Ave,Brooklyn,11:00 AM - 10:00 PM,Outdoor seating、Delivery、Takeout、Sit-down dining、Indoor dining,True,True,33.737801,-87.252502
80,Momo Sushi Shack,656,4 star rating,(718) 418-6666,Medium,Japanese、 Sushi Bars、 Asian Fusion,East Williamsburg,43 Bogart St,Brooklyn,5:00 PM - 10:00 PM,Outdoor seating、Delivery、Takeout、Sit-down dining、Indoor dining,True,True,40.70508,-73.93341
81,Union Hall,642,4 star rating,(718) 638-4400,Medium,Pubs、 Performing Arts、 Bocce Ball,Park Slope,702 Union St,Brooklyn,4:00 PM - 11:00 PM,Curbside pickup、Sit-down dining,False,False,40.67602,-73.98013
82,Sugarcane,610,3.5 star rating,(718) 230-3954,Medium,Caribbean,Prospect Heights,238 Flatbush Ave,Brooklyn,5:30 PM - 12:00 AM (Next day),Takeout、Sit-down dining、Outdoor seating,False,True,37.14374,-89.123427
83,Kellogg’s Diner,596,2.5 star rating,(718) 782-4502,Medium,Diners,Williamsburg - North Side,518 Metropolitan Ave,Brooklyn,Open 24 hours,Delivery、Takeout、Sit-down dining,True,True,40.71391,-73.95186
84,Sweet Science,579,3.5 star rating,(347) 763-0872,Medium,Bars、 Burgers、 American (New),East Williamsburg,135 Graham Ave,Brooklyn,12:00 PM - 2:00 AM (Next day),Delivery、Takeout,True,True,40.70631,-73.94309
85,Imani Caribbean Kitchen & Bar,549,4 star rating,(718) 923-0100,Medium,Caribbean、 American (New),Fort Greene,271 Adelphi St,Brooklyn,2:00 PM - 9:00 PM,Outdoor seating、Delivery、Takeout、Covered outdoor seating、Sit-down dining、DIY meal kits、Heated outdoor seating、Indoor dining、Curbside pickup、Private dining,True,True,40.68941,-73.97089
86,Mayfield,532,4 star rating,(347) 318-3643,Medium,American (New)、 Breakfast & Brunch,Crown Heights,688 Franklin Ave,Brooklyn,5:00 PM - 10:00 PM,Delivery、Takeout、Sit-down dining、Outdoor seating,True,True,42.34172,-75.1515
87,Bricolage,514,4 star rating,(718) 230-1835,Medium,Vietnamese、 Gastropubs、 Cocktail Bars,Park Slope,162 5th Ave,Brooklyn,5:30 PM - 9:30 PM,Delivery、Takeout、Curbside pickup、Sit-down dining、Outdoor seating,True,True,33.737801,-87.252502
88,Benchmark,505,3.5 star rating,(718) 965-7040,High,Steakhouses、 American (New),Park Slope,339-A 2nd St,Brooklyn,4:00 PM - 8:00 PM,Delivery、Takeout、Outdoor seating,True,True,40.67378,-73.98315
89,Ghenet Brooklyn,498,4 star rating,(718) 230-4475,Medium,Ethiopian、 African,Gowanus,348 Douglass St,Brooklyn,5:00 PM - 10:30 PM,Delivery、Takeout、Curbside pickup、Sit-down dining、Outdoor seating、Indoor dining,True,True,40.67897,-73.98141
90,Convivium Osteria,486,4 star rating,(718) 857-1833,High,Italian、 Wine Bars、 Venues & Event Spaces,Park Slope,68 5th Ave,Brooklyn,5:00 PM - 10:30 PM,Delivery、Takeout,True,True,40.6764,-73.99433
91,Superfine,471,3.5 star rating,(718) 243-9005,Medium,Bars、 American (New),DUMBO,126 Front St,Brooklyn,11:30 AM - 2:00 AM (Next day),Outdoor seating、Delivery、Takeout、Heated outdoor seating、Indoor dining,True,True,33.737801,-87.252502
92,Fabiane’s,472,3.5 star rating,(718) 218-9632,Medium,Breakfast & Brunch、 Wine Bars、 Tapas/Small Plates,Williamsburg - North Side,142 N 5th St,Brooklyn,9:00 AM - 10:00 PM,,False,False,40.7165,-73.95893
93,Puerto Viejo,474,4 star rating,(718) 398-3758,Medium,Dominican,Crown Heights,564 Grand Ave,Brooklyn,11:00 AM - 11:00 PM,Outdoor seating、Delivery、Takeout、Sit-down dining、Indoor dining,True,True,40.67889,-73.96228
94,Lemongrass Grill,475,4 star rating,(718) 522-9728,Medium,Thai,Cobble Hill,156 Court St,Brooklyn,12:00 PM - 10:30 PM,Delivery、Takeout,True,True,33.8153,-94.548302
95,Bagel Pub,475,4 star rating,(718) 499-4402,Low,Cafes、 Breakfast & Brunch、 Bagels,Park Slope,287 9th St,Brooklyn,6:00 AM - 4:00 PM,Delivery、Takeout、Indoor dining、Curbside pickup,True,True,40.66976,-73.98682
96,Juanchi’s Burger,477,4.5 star rating,(929) 295-0147,Medium,Gastropubs、 Burgers,Williamsburg - South Side,225 S 1st St,Brooklyn,12:00 PM - 10:00 PM,,False,False,40.71301,-73.95886
97,Partners Coffee,479,4 star rating,(347) 586-0063,Medium,Coffee & Tea,Williamsburg - North Side,125 N 6th St,Brooklyn,7:30 AM - 6:00 PM,Outdoor seating、Indoor dining,False,False,40.71796,-73.95921
98,HK Tea and Sushi,479,3 star rating,(718) 265-7800,Low,Sushi Bars、 Chinese、 Hong Kong Style Cafe,Bath Beach,2033 86th St,Brooklyn,11:30 AM - 10:30 PM,Social distancing enforced、Staff wears masks,False,False,40.60426,-73.99738
99,Panino Rustico,479,4.5 star rating,(718) 236-6343,Medium,Italian、 Sandwiches、 Wraps,Bensonhurst,8222 17th Ave,Brooklyn,10:00 AM - 8:30 PM,Outdoor seating、Delivery、Takeout、Indoor dining,True,True,40.61049,-74.00313
100,Giovanni’s Brooklyn Eats,481,4 star rating,(718) 788-8001,Medium,Italian,South Slope,1657 8th Ave,Brooklyn,11:00 AM - 11:00 PM,Outdoor seating、Delivery、Takeout、Sit-down dining,True,True,33.8153,-94.548302
101,Miss Favela,487,3 star rating,(718) 230-4040,Medium,Brazilian、 Diners、 Breakfast & Brunch,Williamsburg - South Side,57 S 5th St,Brooklyn,12:00 PM - 11:00 PM,Outdoor seating、Delivery、Takeout,True,True,40.7123,-73.96621
102,Gran Electrica,487,3.5 star rating,(718) 852-2700,Medium,Mexican、 Breakfast & Brunch、 Cocktail Bars,DUMBO,5 Front St,Brooklyn,5:30 PM - 10:30 PM,Outdoor seating、Delivery、Takeout、Sit-down dining,True,True,40.70275,-73.99316
103,Alligator Lounge,492,4 star rating,(718) 599-4440,Low,Lounges、 Dive Bars、 Karaoke,Williamsburg - North Side,600 Metropolitan Ave,Brooklyn,3:00 PM - 4:00 AM (Next day),Curbside pickup,False,False,40.62886,-74.10353
104,Piccoli Trattoria,492,4.5 star rating,(718) 788-0066,Medium,Italian、 Pasta Shops、 Wine Bars,South Slope,522 6th Ave,Brooklyn,4:30 PM - 10:00 PM,Outdoor seating、Delivery、Takeout、Indoor dining,True,True,37.14374,-89.123427
105,Bacchus Bistro & Wine Bar,492,4 star rating,(718) 852-1572,Medium,French、 Wine Bars,Boerum Hill,409-411 Atlantic Ave,Brooklyn,5:00 PM - 10:30 PM,Outdoor seating、Delivery、Takeout、Curbside pickup,True,True,40.68702,-73.98423
106,Pedro’s Mexican Bar & Restaurant,493,2.5 star rating,(718) 797-2851,Medium,Mexican,DUMBO,73 Jay St,Brooklyn,11:00 AM - 12:00 AM (Next day),Outdoor seating、Delivery、Takeout,True,True,40.70251,-73.98651
107,Bareburger - Park Slope,493,3.5 star rating,(718) 768-2273,Medium,Burgers、 American (New)、 Cocktail Bars,Park Slope,170 7th Ave,Brooklyn,12:00 PM - 9:00 PM,Outdoor seating、Delivery、Takeout、Sit-down dining,True,True,37.14374,-89.123427
108,Alma Restaurant,494,3.5 star rating,(718) 643-5400,Medium,Mexican,Columbia Street Waterfront District,187 Columbia St,Brooklyn,5:30 PM - 10:00 PM,Outdoor seating、Delivery、Takeout,True,True,40.68548,-74.00208
109,Little Cupcake Bakeshop,498,3.5 star rating,(718) 680-4465,Medium,Bakeries、 Cupcakes,Fort Hamilton,9102 3rd Ave,Brooklyn,6:30 AM - 11:00 PM,Takeout,False,True,46.25424,-114.1596
110,Lucy’s Vietnamese Bushwick,498,4 star rating,(347) 240-1599,Medium,Vietnamese、 Sandwiches、 Noodles,Bushwick,262 Irving Ave,Brooklyn,12:00 PM - 10:00 PM,Delivery、Takeout、Sit-down dining、Indoor dining,True,True,33.8153,-94.548302
